id,lat,lon,name,city,address,rating,price,url,category1,category2,category3
east-bay-coffee-company-pinole,38.0066375732422,-122.288528442383,East Bay Coffee Company,Pinole,"2529 San Pablo Ave, Pinole, CA 94564",4.5,1,https://www.yelp.com/biz/east-bay-coffee-company-pinole?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Coffee & Tea,Desserts,Internet Cafes
pizza-matador-rockridge,37.8462448120117,-122.249580383301,Pizza Matador,Rockridge,", Rockridge, CA 94618",5.0,2,https://www.yelp.com/biz/pizza-matador-rockridge?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Pizza,Food Delivery Services,None
burmatown-corte-madera,37.9269335447541,-122.530881462668,Burmatown,Corte Madera,"60 Corte Madera Ave, Corte Madera, CA 94925",4.5,2,https://www.yelp.com/biz/burmatown-corte-madera?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Burmese,Asian Fusion,None
piccolo-petes-cafe-san-francisco,37.71257,-122.40082,Piccolo Petes Cafe,San Francisco,"2155 Bayshore Blvd, San Francisco, CA 94134",5.0,1,https://www.yelp.com/biz/piccolo-petes-cafe-san-francisco?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Coffee & Tea,None,None
sweet-marias-coffee-warehouse-oakland-4,37.8207389817934,-122.282433790521,Sweet Maria's Coffee Warehouse,Oakland,"2823 Adeline St, Oakland, CA 94608",4.5,1,https://www.yelp.com/biz/sweet-marias-coffee-warehouse-oakland-4?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Coffee & Tea,None,None
catahoula-coffee-company-richmond,37.9398384094238,-122.326797485352,Catahoula Coffee Company,Richmond,"12472 San Pablo Ave, Richmond, CA 94805",4.5,1,https://www.yelp.com/biz/catahoula-coffee-company-richmond?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Coffee & Tea,Bagels,None
hoi-polloi-brewpub-and-beat-lounge-berkeley-2,37.8489208,-122.2721875,Hoi Polloi Brewpub and Beat Lounge,Berkeley,"1763 Alcatraz Ave, Berkeley, CA 94703",4.5,1,https://www.yelp.com/biz/hoi-polloi-brewpub-and-beat-lounge-berkeley-2?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Breweries,Pubs,None
starbread-bakery-san-pablo-2,37.955455,-122.336334,Starbread Bakery,San Pablo,"13501 San Pablo Ave, San Pablo, CA 94806",4.5,1,https://www.yelp.com/biz/starbread-bakery-san-pablo-2?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Bakeries,Filipino,None
valenti-and-co-san-anselmo,37.9732419,-122.5622363,Valenti & Co,San Anselmo,"337 San Anselmo Ave, San Anselmo, CA 94960",4.5,3,https://www.yelp.com/biz/valenti-and-co-san-anselmo?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Italian,Wine Bars,None
the-temporarium-coffee-and-tea-san-francisco,37.7552528,-122.4235786,The Temporarium Coffee & Tea,San Francisco,"3414 22nd St, San Francisco, CA 94111",5.0,1,https://www.yelp.com/biz/the-temporarium-coffee-and-tea-san-francisco?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Coffee & Tea,None,None
falafelle-belmont,37.518876,-122.277297,Falafelle,Belmont,"1035 Ralston Ave, Belmont, CA 94002",5.0,1,https://www.yelp.com/biz/falafelle-belmont?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Vegan,Middle Eastern,Falafel
rasa-caffe-berkeley,37.850883,-122.271146,Rasa Caffe,Berkeley,"3140 Martin Luther King Jr Way, Berkeley, CA 94703",5.0,1,https://www.yelp.com/biz/rasa-caffe-berkeley?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Coffee & Tea,None,None
philadelphia-hoagie-station-richmond,37.94933,-122.347277,Philadelphia Hoagie Station,Richmond,"1100 23rd St, Richmond, CA 94804",4.5,1,https://www.yelp.com/biz/philadelphia-hoagie-station-richmond?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Sandwiches,Burgers,None
lotus-chaat-and-spices-san-rafael,37.9738379,-122.5361143,Lotus Chaat and Spices,San Rafael,"1559 4th St, San Rafael, CA 94901",4.5,2,https://www.yelp.com/biz/lotus-chaat-and-spices-san-rafael?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Indian,Vegetarian,Vegan
jougert-bar-burlingame,37.5793126,-122.3457401,Jougert Bar,Burlingame,"1115 Burlingame Ave, Burlingame, CA 94010",5.0,1,https://www.yelp.com/biz/jougert-bar-burlingame?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Coffee & Tea,Sandwiches,Desserts
snow-white-coffee-oakland,37.8240623474121,-122.255073547363,Snow White Coffee,Oakland,"3824 Piedmont Ave, Oakland, CA 94611",5.0,2,https://www.yelp.com/biz/snow-white-coffee-oakland?adjust_creative=j4CRYDbimeXTfbmtBAk3ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j4CRYDbimeXTfbmtBAk3ng,Coffee & Tea,None,None
